annee,indicateur,croissance_pct,source,note
1984,"salaire moyen non agricole hors administration, Banque mondiale 1995",7.27,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1985,"salaire moyen non agricole hors administration, Banque mondiale 1995",5.69,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1986,"salaire moyen non agricole hors administration, Banque mondiale 1995",-5.16,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1987,"salaire moyen non agricole hors administration, Banque mondiale 1995",2.03,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1988,"salaire moyen non agricole hors administration, Banque mondiale 1995",7.19,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1989,"salaire moyen non agricole hors administration, Banque mondiale 1995",11.63,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1990,"salaire moyen non agricole hors administration, Banque mondiale 1995",10.19,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1991,"salaire moyen non agricole hors administration, Banque mondiale 1995",7.42,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1992,"salaire moyen non agricole hors administration, Banque mondiale 1995",6.71,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés)"
1993,"salaire moyen non agricole hors administration, Banque mondiale 1995",3.4,"Banque mondiale, Allègement de la pauvreté : bâtir sur les acquis pour préparer l'avenir, vol. II : Annexes, rapport 13993-TUN (août 1995), annexe statistique, tableau 41 « Salaire moyen par employé », p. 119 du PDF (« Page 37 de 74 »), lecture image ; source citée : ministère du Plan","total moins agriculture et pêches, moins fonction publique ; salariés estimés (lissés) ; masse de 1993 supérieure de 3,7 MD à ses composantes (+ 3,28 % d'après elles)"
1989,"salaire moyen non agricole hors administration, FMI 97/57",10.76,"FMI, Tunisia: Selected Issues, IMF Staff Country Report 97/57 (25 juillet 1997), chap. IV, tableau 5 « Tunisia: Wage and Employment Indicators, 1981-96 », ligne « Average annual wage (TD) — Other », lecture texte (tableau HTML) ; sources citées : Ministry of Economic Development, World Bank, Fund staff estimates",hors agriculture et hors État ; autre millésime du Plan que la Banque mondiale 1995
1994,"salaire moyen non agricole hors administration, FMI 97/57",3.72,"FMI, Tunisia: Selected Issues, IMF Staff Country Report 97/57 (25 juillet 1997), chap. IV, tableau 5 « Tunisia: Wage and Employment Indicators, 1981-96 », ligne « Average annual wage (TD) — Other », lecture texte (tableau HTML) ; sources citées : Ministry of Economic Development, World Bank, Fund staff estimates",hors agriculture et hors État ; autre millésime du Plan que la Banque mondiale 1995 ; estimation provisoire fondée sur le recensement de 1994 (renvoi 2/)
2013,salaires bruts hors administration centrale par salarié hors fonction publique,1.44,"numérateur : INS, Les comptes de la nation, édition 2012-2016, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2014,salaires bruts hors administration centrale par salarié hors fonction publique,4.53,"numérateur : INS, Les comptes de la nation, édition 2013-2017, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2015,salaires bruts hors administration centrale par salarié hors fonction publique,10.08,"numérateur : INS, Les comptes de la nation, édition 2013-2017, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2016,salaires bruts hors administration centrale par salarié hors fonction publique,2.28,"numérateur : INS, Les comptes de la nation, édition 2015-2020, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2017,salaires bruts hors administration centrale par salarié hors fonction publique,5.05,"numérateur : INS, Les comptes de la nation, édition 2015-2020, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2018,salaires bruts hors administration centrale par salarié hors fonction publique,9.22,"numérateur : INS, Les comptes de la nation, édition 2017-2021, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2019,salaires bruts hors administration centrale par salarié hors fonction publique,2.75,"numérateur : INS, Les comptes de la nation, édition 2018-2022, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2020,salaires bruts hors administration centrale par salarié hors fonction publique,10.7,"numérateur : INS, Les comptes de la nation, édition 2019-2023, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2021,salaires bruts hors administration centrale par salarié hors fonction publique,6.79,"numérateur : INS, Les comptes de la nation, édition 2020-2024, salaires et traitements bruts du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2002,salaires bruts par salarié,3.43,"INS, Les comptes de la nation, édition 2001-2005, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2003,salaires bruts par salarié,6.7,"INS, Les comptes de la nation, édition 2002-2006, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2006,salaires bruts par salarié,6.5,"INS, Les comptes de la nation, édition 2005-2009, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2007,salaires bruts par salarié,5.71,"INS, Les comptes de la nation, édition 2006-2010, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2008,salaires bruts par salarié,9.49,"INS, Les comptes de la nation, édition 2007-2011, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2009,salaires bruts par salarié,3.5,"INS, Les comptes de la nation, édition 2008-2012, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2010,salaires bruts par salarié,7.16,"INS, Les comptes de la nation, édition 2007-2011, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2011,salaires bruts par salarié,8.96,"INS, Les comptes de la nation, édition 2007-2011, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête emploi, rapport 2010, tableau 33 (2010) et rapport 2012, tableau 30 (2011)",mai 2010 → moyenne 2011 : changement de mesure
2012,salaires bruts par salarié,3.19,"INS, Les comptes de la nation, édition 2011-2015, tableau de synthèse (opérations de répartition), salaires et traitements bruts / INS, enquête nationale sur la population et l'emploi, rapport 2012, tableau 30",
2002,salaires et traitements bruts,5.58,"INS, Les comptes de la nation, édition 2001-2005, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2003,salaires et traitements bruts,6.0,"INS, Les comptes de la nation, édition 2002-2006, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2004,salaires et traitements bruts,8.37,"INS, Les comptes de la nation, édition 2003-2007, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2005,salaires et traitements bruts,8.32,"INS, Les comptes de la nation, édition 2002-2006, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2006,salaires et traitements bruts,8.37,"INS, Les comptes de la nation, édition 2005-2009, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2007,salaires et traitements bruts,10.63,"INS, Les comptes de la nation, édition 2006-2010, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2008,salaires et traitements bruts,11.67,"INS, Les comptes de la nation, édition 2007-2011, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2009,salaires et traitements bruts,4.57,"INS, Les comptes de la nation, édition 2008-2012, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2010,salaires et traitements bruts,8.9,"INS, Les comptes de la nation, édition 2007-2011, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2011,salaires et traitements bruts,8.34,"INS, Les comptes de la nation, édition 2007-2011, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2012,salaires et traitements bruts,6.11,"INS, Les comptes de la nation, édition 2011-2015, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2013,salaires et traitements bruts,7.12,"INS, Les comptes de la nation, édition 2012-2016, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2014,salaires et traitements bruts,7.17,"INS, Les comptes de la nation, édition 2013-2017, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2015,salaires et traitements bruts,7.73,"INS, Les comptes de la nation, édition 2013-2017, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2016,salaires et traitements bruts,5.77,"INS, Les comptes de la nation, édition 2015-2020, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2017,salaires et traitements bruts,11.5,"INS, Les comptes de la nation, édition 2015-2020, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2018,salaires et traitements bruts,5.33,"INS, Les comptes de la nation, édition 2017-2021, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2019,salaires et traitements bruts,5.65,"INS, Les comptes de la nation, édition 2018-2022, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2020,salaires et traitements bruts,8.36,"INS, Les comptes de la nation, édition 2019-2023, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2021,salaires et traitements bruts,8.23,"INS, Les comptes de la nation, édition 2020-2024, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2022,salaires et traitements bruts,7.78,"INS, Les comptes de la nation, édition 2021-2025, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2023,salaires et traitements bruts,7.05,"INS, Les comptes de la nation, édition 2021-2025, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2024,salaires et traitements bruts,5.71,"INS, Les comptes de la nation, édition 2021-2025, tableau de synthèse (opérations de répartition), salaires et traitements bruts",
2025,salaires et traitements bruts,4.63,"INS, Les comptes de la nation, édition 2021-2025, tableau de synthèse (opérations de répartition), salaires et traitements bruts",provisoire
2000,salariés,2.04,"INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2001,salariés,2.66,"INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2002,salariés,2.08,"INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2003,salariés,-0.66,"INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2006,salariés,1.76,"INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2007,salariés,4.65,"INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2008,salariés,1.99,"INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2009,salariés,1.03,"INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2010,salariés,1.62,"INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2011,salariés,-0.57,"INS, enquête emploi, rapport 2010, tableau 33 (2010) et rapport 2012, tableau 30 (2011)",mai 2010 → moyenne 2011 : changement de mesure
2012,salariés,2.83,"INS, enquête nationale sur la population et l'emploi, rapport 2012, tableau 30",
